pref,district,pop,year,notmp,cluster,1s,2s,3s,4s,5s,6s,7s,8s,9s,sum,1r,2r,3r,4r,5r,6r,7r,8r,9r
東京,西東京市,"207,388",2024,0,1,10,7,6,7,9,5,5,6,5,60,居住誘導区域内の人口密度の低下抑制として目標値(130.0人/ha)が設定され(p.239)、「都市機能誘導区域」(p.166~)や「誘導施設」(p.177~)が具体的に示されている。,公共交通沿線への居住誘導方針は明確で、人口カバー率の維持を目標としているが(p.240)、運行頻度等の具体的なサービス水準目標はない。,拠点別構想図で「歩行者・自転車ネットワーク」が図示され(p.93)、「ゾーン30等の交通規制」にも言及があるが(p.74)、健康指標との具体的な連動はない。,居住誘導区域設定において「生活サービス徒歩圏（医療・商業・福祉施設の徒歩圏（半径500m））」を基準とし(p.151)、誘導施設として高齢者・子育て関連施設を挙げている(p.186)。,"第5章「防災指針」として独立した章を設け、ハザード分析に基づき災害レッドゾーンを居住誘導区域から除外する方針を明確に示している(p.156, p.189~)。",空き家対策(p.66)や交通安全対策(p.74)について方針レベルでの記述はあるが、具体的な数値目標や制度設計の記述は限定的。,「都市機能誘導区域」として6拠点を指定し商業機能の誘導を図っているが(p.169)、売上高等の経済指標目標はなく、産業振興策も限定的。,"インフラ投資の制約や持続可能な都市経営の課題認識は明確で(p.12, p.52)、公共施設等総合管理計画との連携も示されているが(p.226)、具体的なコスト削減目標はない。",「ゼロカーボンシティの実現に向けた取組の推進」(p.82)や再生可能エネルギー導入(p.79)の方針はあるが、具体的なCO2排出量削減目標は記載されていない.
東京,瑞穂町,"31,765",2021,0,2,6,5,4,5,7,5,8,5,5,50,将来都市構造として拠点・エリアの概念図は示されているが、「居住誘導区域」「都市機能誘導区域」の明確な指定や区域内の人口密度目標はない。,多摩都市モノレール延伸やJR八高線新駅設置など具体的な構想はあるが、運行頻度等のサービス水準目標はなく、実現は「関係機関への要請」が中心。,「自転車ナビマーク」設置など個別の施策はあるが、「歩いて暮らせる」理念を実現するための町全体の歩行者・自転車ネットワーク計画図や健康指標との連動がない。,各拠点に福祉・子育て支援施設を配置する方針は示されているが、高齢者徒歩圏内の施設配置基準や具体的な配置計画（数値目標）はない。,「瑞穂町防災ハザードマップ」を基に浸水や土砂災害のリスク周知や検証を行う方針は明確だが、危険区域における開発抑制など強い土地利用規制までは言及していない。,空き家、交通安全、防犯対策の基本方針は記述されているが、空き家削減の数値目標やゾーン30等の具体的な交通安全施策の記述がない。,栗原地区など約135haを市街化区域への編入候補地として明示し、企業誘致のための具体的な支援事業（固定資産税等補助）も記載されているが、経済指標の目標設定はない。,「公共施設等総合管理計画」との連携やPPP/PFIの活用に言及しているが、インフラ維持管理コストの具体的な削減目標や財政効果の試算がない。,再生可能エネルギー導入や公共交通利用促進など低炭素化に向けた個別施策は記載されているが、CO2排出量の具体的な削減目標が設定されていない。
東京,日の出町,"16,958",2025,0,2,6,5,4,4,6,6,7,7,6,51,"「都市機能拠点」や「土地利用ゾーニング」の考え方や配置は示されているが,立地適正化計画の策定は「検討」段階であり,具体的な区域指定や人口密度等の数値目標は記載されていないため.","バスルートの見直しやデマンド交通等の検討に言及しているものの,具体的な運行頻度等のサービス水準目標や,公共交通沿線への居住誘導に関する明確な方針が示されていないため.","歩行空間や自転車ネットワークの構築を目指す方針は示されているが,具体的なネットワーク計画図や,「歩いて暮らせる」理念の強調,健康指標との連動についての記述はないため.","ユニバーサルデザインやバリアフリー化,高齢者・子育て向け施設の機能維持には言及があるが,高齢者徒歩圏内の施設配置といった具体的な計画基準は示されていないため.","ハザードマップに基づき土砂災害警戒区域等を認識し,擁壁設置等の対策には言及しているが,危険区域内での開発抑制や移転促進といった強い土地利用規制への言及はないため.","「日の出町空家等対策計画」や「日の出町空き家バンク」といった具体的な制度に言及しているが,交通安全（ゾーン30等）や防犯に関する具体的な施策の記述は限定的であるため.","「都市活力拠点」や「広域商業・交流拠点」として産業・商業機能の誘導エリアを明確に指定・図示しているが,売上高等の具体的な経済指標の目標設定はないため.","「日の出町公共施設等総合管理計画」との連携や,下水道事業でのPPP導入検討が明記されており,公共施設やインフラの長寿命化・効率的運営の方針が具体的であるため.","2050年カーボンニュートラルを目指す方針を掲げ,森林資源の活用や公共施設・住宅への再エネ導入促進策も記載されているが,都市計画マスタープラン内での具体的なCO2排出量削減目標は示されていないため."
東京,檜原村,"2,003",2019,1,3,2,3,2,4,4,6,3,3,5,32,「多様な生活ニーズや世代ニーズに合わせた魅力ある村営住宅の建設を推進します。」(p.71) とあるが、居住誘導区域等の具体的な空間計画や集約化の方針は示されていない。,「路線バスの利便性向上のため、利用者ニーズに合わせた運行形態の検討を進めるとともに村民や来村者に向けたバスの利用のPRに努めます。」(p.28)とあるが、具体的なサービス水準目標や居住誘導との連携に関する記述はない。,「増加するサイクルツーリングに対応できるよう、主要幹線道路への自転車専用道の整備について都等関係機関へ要望します。」(p.27)とあるが、村民の日常的な健康増進に資する歩行者・自転車ネットワークの計画は示されていない。,「介護、予防、医療、住まいが一体的に提供される『地域包括ケアシステム』の深化を図ります。」(p.39)と地域包括ケアへの言及はあるが、高齢者や子育て世帯に配慮した施設の具体的な配置計画や徒歩圏の概念は示されていない。,「土砂災害特別警戒区域における安全対策に関わる補助制度を検討します。」(p.33)との記述はあるが、ハザードマップに基づく危険区域での開発抑制や移転促進といった土地利用規制に関する具体的な言及はない。,「空き家や未利用地の情報を収集・整理するとともに有効に利活用し、村営住宅としての整備や転入・転居希望者への情報提供の仕組み作りや移住・定住化促進並びに空き家活用に対する補助支援策の充実を図ります。」(p.71)と、具体的な空き家対策が明記されている。,「雇用の場の確保や村の活性化のため、自然や環境に配慮した企業の誘致活動や情報発信等を継続します。」(p.59) と企業誘致には言及しているが、商業・業務機能を誘導するエリアの指定や、具体的な経済指標の目標値は示されていない。,「橋梁長寿命化修繕計画等に基づき、架け替えを含め長期的な視点に立った村道の橋の効率的な維持・管理を図ります。」(p.27)と個別インフラの維持管理には言及があるが、公共施設全体の再編計画やコンパクト化による財政効果に関する記述はない。,「太陽光発電や小水力発電、太陽熱利用など自然エネルギーを活用した環境保全型社会の構築を目指します。」(p.14) や木質バイオマスの活用 (p.53) など再生可能エネルギー導入に関する記述は複数あるが、CO2排出量の具体的な削減目標は示されていない。
東京,奥多摩町,"4,750",2025,1,3,2,4,3,4,5,6,3,6,2,35,P47「駅前を中心としたにぎわいづくり」の記述はあるが、都市計画法上の「居住誘導区域」「都市機能誘導区域」の指定や図示、区域ごとの人口密度等の数値目標はないため。,P27「自動運転交通の確保」「町民同士での車の乗り合い」といった新しい交通手段の検討に言及しているが、具体的なサービス水準目標や公共交通沿線への居住誘導策の記述はないため。,P27「ひとにやさしい道づくり事業」の記述はあるが、「歩いて暮らせる」理念の明示や具体的な歩行者・自転車ネットワーク計画、それと連動した健康指標目標がないため。,P41「放課後こども教室（わさぴーひろば）の充実」、P53「地域での見守り活動の充実」など個別施策はあるが、高齢者の徒歩圏を意識した施設配置や子育て施設の計画的な配置基準に関する記述はないため。,P52「地域での危険箇所の把握や防災訓練の実施」「災害時における近隣自治体等との連携の強化」等の記述はあるが、ハザードマップに基づく危険区域での土地利用規制や開発抑制、移転促進への言及はないため。,P49「空き家の活用・危険空き家対策」、P27「防犯灯の整備」など具体的な記述はあるが、ゾーン30といった物理的な交通安全対策についての記述は見られないため。,P47「駅前を中心としたにぎわいづくり」という方向性は示されているが、商業・業務機能の具体的な誘導エリアの指定や図示、売上高等に繋がる経済指標の目標値が設定されていないため。,P54「建物の取捨選択と活用の見直し」として「機能集約や、複合化、縮小など、施設活用の見直しを図ることが求められます」と公共施設再編の方向性が明記されているが、具体的なコスト削減目標は示されていないため。,P49「サステナブルなまちづくり」が掲げられているが、具体的なCO2排出量削減目標や再生可能エネルギーの導入計画、自動車依存脱却に向けた強い方針に関する記述がないため。
東京,大島町,"7,102",2024,1,3,2,3,3,4,8,5,3,7,4,39,将来像の理念的な記述に留まり、「居住誘導区域」「都市機能誘導区域」のような具体的な区域指定や人口密度目標がない。,「大島町地域公共交通活性化協議会」での協議に言及するに留まり、具体的な運行頻度やサービス水準の目標がない。,p.21で「歩行者が安全に通行できるバリアフリー化の充実」への言及はあるが、具体的な歩行者・自転車ネットワーク計画や、都市構造と健康指標を連動させた目標がない。,子育てや高齢者福祉に関する施策の記述はあるが、「徒歩圏」等の概念を用いた具体的な施設配置計画が示されていない。,p.20で「土砂災害警戒区域」・「土砂災害特別警戒区域」を明記し、「一定の開発行為の制限、建築物の構造規制、既存住宅の移転促進等の対策を推進」と具体的な土地利用規制・誘導策に言及している。,p.23で「「大島町空き家等対策計画」に基づき、適正な措置を講じていきます。」とあるが、交通安全や防犯対策については具体的な施策の記述が乏しい。,産業振興策の記述はあるが、商業・業務機能の具体的な誘導エリアの指定や、売上高等の経済指標目標が設定されていない。,p.40で「既に策定されている「総合管理計画」、「個別施設計画」の随時見直しに努めます。」と言及し、p.43で経常収支比率など具体的な財政健全化目標を掲げている。,p.27で「再生可能エネルギーの活用推進を図り」と言及しているが、具体的なCO2排出量削減目標や再生可能エネルギー導入目標が設定されていない。
東京,利島村,327,2022,1,3,2,2,4,6,5,5,6,5,9,44,"計画的な居住誘導区域の指定や数値目標はなく, 地理的制約による現状の集約状況の記述に留まる. 「住居や公共施設、事業所は、北側斜面に集中しており、集落の端から端までは徒歩で15分程度」(p.6)","島内の公共交通に関する具体的な路線計画やサービス水準目標はなく, 将来構想レベルの言及に留まる. 「完全自動運転EVによる公共交通網の整備・活用」(p.27)","徒歩圏での生活が可能な現状を踏まえ, 健康データ活用等の方向性は示されているが, 具体的な歩行者ネットワーク計画や健康指標の目標はない. 「徒歩や電動自転車(超小型モビリティなど)の利用促進」(p.24)","コンパクトな村の特性を活かし, 子育て, 福祉, 医療に関する施策や連携体制の構築が具体的に示されている. 「I-1 地域ぐるみの子育ての推進」「I-3 地域で支え合える福祉の島づくり」(p.19)","関連計画との連携や島の特性に応じた防災施策は示されているが, ハザードマップに基づく土地利用規制等の踏み込んだ記述はない. 「関連する事業計画：利島村地域防災計画、利島村国土強靭化地域計画」(p.30)","空き家対策については関連計画に基づき数値目標も設定されているが, 交通安全や防犯に関する具体的な施策の記述が乏しい. 「KPI：住宅確保数 計画年次で合計5件」(p.40)","誘導エリアの指定はないが, 基幹産業を中心に雇用創出数(KGI)や事業ごとのKPIが具体的に設定されている. 「KGI：雇用創出数 5年間で5人」(p.38)","公共施設等総合管理計画との連携は明記されているが, インフラ維持管理のコスト削減目標など具体的な財政効果は示されていない. 「公共施設等総合管理計画を踏まえた公共施設の再編」(p.20)","2050年カーボンニュートラルという明確な目標を掲げ, 再生可能エネルギー導入に関する具体的な施策と数値目標(KPI)が設定されている. 「2050年までに二酸化炭素排出量実質ゼロを目指す」(p.16)"
東京,新島村,"2,441",2021,1,3,2,2,3,5,6,6,7,8,7,46,「居住誘導区域」「都市機能誘導区域」の指定やそれに類する具体的なエリア設定、人口密度等の数値目標に関する記述がないため。,「島内交通網の仕組みづくりに関する事業」という記述はあるが、具体的な運行頻度等のサービス水準目標や路線計画についての言及がないため。,健康寿命の延伸に関する目標はあるものの、「歩いて暮らせる」理念や具体的な歩行者・自転車ネットワーク計画との連動が見られないため。,子育て支援や地域包括ケアシステムの構築に関する方針は示されているが、高齢者徒歩圏内への施設配置など、具体的な配置基準や計画に関する記述がないため。,「被害者『ゼロ』を目標」に掲げ、津波避難対策を最重要課題と位置付けるなど防災意識は高いが、ハザードマップに基づく危険区域での開発抑制といった具体的な土地利用規制に関する記述がないため。,「新島村空き家等対策計画」に基づく空き家バンクのKPI設定(7件→10件)など具体的な対策がある一方、交通安全対策については「ゾーン30」等の具体的な施策の記述は見られないため。,「製造品出荷額等」(412百万円→450百万円)や各産業分野のKPIなど具体的な経済指標目標が設定されているが、商業・業務機能の誘導エリアに関する具体的な指定がないため。,「公共施設の除却、統合、再利用件数(5年間)」(1施設→3施設)や「経常収支比率」(85.9%→82.0%)など、公共施設再編や財政に関する具体的な数値目標が設定されているため。,「新島村における温室効果ガス排出量」としてCO2排出量の具体的な削減目標(17.95t→12t)が設定され、再生可能エネルギーの積極的な推進が明記されているため。
東京,神津島村,"1,855",2021,1,3,2,3,3,4,5,5,5,6,4,37,「居住誘導区域」「都市機能誘導区域」に相当する明確な区域指定や人口密度に関する数値目標の記載がないため。,バス交通の利便性向上について言及はあるが、運行頻度などの具体的なサービス水準目標の記載がない。「島内交通サービスの充実への満足度」(p.33)という主観的指標に留まっているため。,「遊歩道や歩道の整備」(p.27)についての記述はあるが、具体的なネットワーク計画や図示、健康指標との明確な連動は見られないため。,高齢者福祉や子育て支援に関する施策は記述されているが、「高齢者徒歩圏内の施設配置」のような具体的な空間計画や配置基準に関する記載がない。,「地域防災計画の定期・随時見直し」(p.113)や「津波避難タワーの整備」(p.36)、「土石流対策の推進」(p.114)など防災施策の記述はあるが、ハザードマップに基づく危険区域での具体的な土地利用規制や開発抑制、移転促進に関する記述がないため。,「空き家調査と対策の検討」(p.42)や「防犯意識の醸成」(p.117)についての記述はあるが、空き家の活用・除却に関する具体的な数値目標や、「ゾーン30」のような具体的な交通安全施策の記載がないため。,漁業、農業、観光、商工業それぞれの振興策と「新規起業者数」(p.62)などの経済指標は設定されているが、商業・業務機能の誘導エリア指定といった都市計画的なゾーニングの記載がないため。,"「神津島村公共施設等総合管理計画」との連携やインフラの長寿命化計画(p.39, p.41)について言及があり、公共施設の再編の方向性が示されているが、具体的なインフラ維持管理コストの削減目標や財政効果に関する記述がないため。",「村内公共施設での省エネルギー対策の推進」(p.117)や「自然エネルギー活用の推進」(p.118)として太陽光発電と電気自動車の活用が具体的に記述されているが、CO2排出量の具体的な削減目標が設定されていないため。
東京,三宅村,"2,273",2022,1,0,2,3,2,4,6,4,7,3,4,35,居住誘導区域や都市機能誘導区域の指定、およびそれに類する居住・都市機能の集約に関する具体的な方針や区域、数値目標の記載がない。,村営バスの利用促進に関する記述はあるが、具体的な運行頻度等のサービス水準目標や、公共交通沿線への居住誘導に関する記述はない。,健康づくりに関する施策はあるが、「歩いて暮らせる」理念や具体的な歩行者・自転車ネットワーク計画、健康指標目標との連動に関する記載はない。,子育てや高齢者福祉に関する施策は具体的に記載されているが、高齢者徒歩圏内の施設配置といった空間計画に関する基準の明記はない。,「実効性のある防災体制を構築するため、地域防災計画を適時に更新するとともに、国土強靭化地域計画を策定します。」など、地域の特性に応じた防災施策が記述されているが、ハザードマップに基づく土地利用規制への言及はない。,空き家について「有効活用の方策を検討します」との記述があるが、具体的な数値目標や制度設計、交通安全、防犯に関する具体的な施策の記載は乏しい。,"商業機能の誘導エリア指定はないが、総合戦略において「就業者数 1,163人（維持）」「観光客数 50,000人」など具体的なKPIが設定されている。",「事務事業全般について費用対効果等の観点から見直し」には言及しているが、具体的なインフラ維持管理コスト削減目標や公共施設再編計画の記載はない。,「二酸化炭素の排出を抑制でき、かつ災害時に非常用電源として活用できるEV(電気自動車)バスの導入について検討します。」といった個別施策はあるが、村全体のCO2排出量削減目標は設定されていない。
東京,御蔵島村,323,2015,1,3,6,3,4,5,4,5,4,3,4,38,法定の区域指定はないが、島嶼という特殊条件下で「南郷地区新集落形成計画」を策定し、実質的な居住機能の再配置を目指している。「定住人口の増加と賑わいのある村づくりをめざす」(p.4)とあるが、人口密度等の詳細な数値目標はない.,公共交通は島外交通（船・ヘリ）が中心。安定就航に向けた港湾・ヘリポート整備の具体的施策はあるが、島内の公共交通ネットワークや沿線への居住誘導に関する計画はない.,「安心して村民が歩行できるよう、安全面に配慮した道づくりのための整備を行う」(p.21)という方針のもと、歩行者用道路やバリアフリー化の施策が挙げられているが、ネットワーク計画図や整備目標値はない.,高齢者・障害者のためのバリアフリー化や、子育て支援施策は複数記述されているが、「高齢者徒歩圏内の施設配置」といった具体的な空間計画や配置基準は示されていない.,「地域防災計画」に基づき「災害危険区域の情報を共有し、総点検する」(p.25)等のソフト対策は具体的だが、ハザードマップに基づく土地利用規制や危険区域からの移転促進といった踏み込んだ記述はない.,空き家対策として「老朽化家屋、空家・廃屋を修繕もしくは取り壊し、今後の新住宅、住宅用地候補としての再生対策を行う」(p.28)と有効活用の方針が示されている。交通安全は歩行者安全に言及があるが、防犯の記述はない.,農業・林業・漁業・観光業の各分野で振興策が具体的に記述されているが、商業・業務機能の誘導エリア指定はなく、売上高等、具体的な経済指標の目標値が設定されていない.,「限られた財源を有効的・効率的に活用するため、事業の優先度を厳格に選別し、計画的な財政運営を図る」(p.64)との理念はあるが、インフラ維持管理コストの削減目標や具体的な公共施設再編計画はない.,「低炭素社会実現への先進地」(p.11)という理念を掲げ、「太陽エネルギーシステム導入促進補助金交付事業」(p.68)も計画されているが、CO2排出量の具体的な削減目標は設定されていない.
東京,八丈町,"7,042",2021,1,3,1,3,2,4,5,5,3,4,6,33,「居住誘導区域」「都市機能誘導区域」に類する具体的な区域指定、図示、数値目標の記載なし.,「町営バスの利便性向上」「公共交通機関としての機能維持を前提に、路線等の見直しを視野に入れる」との記述はあるが、具体的なサービス水準目標や居住誘導との連携に関する記載はない.,「歩いて暮らせる」理念や、具体的な歩行者・自転車ネットワーク計画の記載なし。健康施策は存在するが、まちづくりとの連動性が低い.,「地域ケア会議」「切れ目のない支援」など福祉施策の記述はあるが、高齢者徒歩圏内や子育て施設の具体的な配置計画・基準に関する記載はない.,「東京都による土砂災害警戒区域指定に基づきハザードマップの作成を行う」との記述はあるが危険区域での開発抑制や移転促進など土地利用規制に関する踏み込んだ記載はない.,「空き家バンク制度の創設を視野に、官民連携による空き家の活用を推進します」と具体的な対策に言及しているが、交通安全に関するゾーン30等の具体的施策の記載はない.,各産業分野での振興策の記述はあるが商業・業務機能の誘導エリア指定や具体的な経済指標（売上高等）の目標設定に関する記載はない.,「事業の合理化や公共施設の統廃合等を通じ、財政負担の抜本的な見直しに取り組みます」との方針は示されているが、具体的なコスト削減目標や施設再編計画の記載はない.,「地熱発電を核とする再生可能エネルギーの自給率向上に取り組みます」「新たな地熱発電所の建設を推進します」と再生エネルギー導入に具体的だが、CO2排出量の削減目標値の記載はない.
東京,小笠原村,"2,929",2024,1,3,4,2,2,5,7,3,4,4,9,40,p.25、「【父島・母島】守るべき地域(自然保護地域)と積極的な利用を可能とする地域(集落地域、農業地域、その他地域)を設定」「集落地域 既存の集落地域については、快適で利便性の高い居住環境の形成や、良好な街並みの形成に努める」と区域分けの方針はあるが、具体的な誘導区域図や数値目標はない.,p.41、「生活支援と観光客の移動の確保のための海上・陸上の総合的な交通体系の充実」という方針はあるが、具体的な路線網や運行頻度等のサービス水準目標は記載なし.,p.53、「介護予防体操教室やウォーキングイベントなど各種健康増進事業」の記述はあるが、「歩いて暮らせる」理念や具体的な歩行者・自転車ネットワーク計画の記載はない.,p.52、「地域の実情にあった新たな子育て支援の拠点となる施設の整備を進めます」と子育て施設の計画的配置には言及があるが、高齢者施設に関する徒歩圏等の具体的な配置基準の記載はない.,p.44、「防災拠点となる村庁舎（父島・母島）の高台への移転や対応策の推進」「土砂災害警戒区域等が指定されたことに伴う村民や観光客への情報発信や避難計画に基づく避難訓練の実施」など具体的な施策がある。危険区域での開発抑制等の土地利用規制までは言及なし.,p.40、「都営小笠原住宅の建替の促進」など住環境の維持に関する記述はあるが、積極的な空き家対策や交通安全（ゾーン30等）、防犯に関する具体的な目標や制度の記載はない.,p.46、「重点方針①：地域ブランド力による観光客満足度の向上」など産業振興の方針は示されているが、商業・業務機能の誘導エリア指定や、売上高などの具体的な経済指標目標は記載なし.,p.62、「行政経営のスリム化と公共資産の適正な管理」という方針や個別施設の更新計画(p.37)はあるが、インフラ維持管理コストの具体的な削減目標や体系的な公共施設再編計画は記載なし.,p.9、「2050(令和33)年までに二酸化炭素排出実質ゼロの実現を目指す」、p.64「2030年に温室効果ガスを2013年度比で46%削減」、p.41「母島において太陽光発電実証事業」など、具体的な数値目標と再エネ導入施策が明記されている。
神奈川,横浜市,"3,777,491",2025,0,1,6,5,4,5,8,6,8,3,10,55,「都市構造図」(p.11)や「暮らしの方針図」(p.24)で拠点を示しているが、「居住誘導区域」「都市機能誘導区域」の明確な指定や人口密度等の数値目標はないため。,公共交通沿線への居住誘導の方針（p.10）や交通ネットワーク図（p.11）はあるが、運行頻度等のサービス水準目標の記載がないため。,「歩きたくなるまちづくり」(p.18)等の理念は記載されているが、具体的な歩行者・自転車ネットワーク計画図や健康指標との連動に関する記述がないため。,「子育てしたいまちを実現する」(p.4)という目標や、「福祉・医療施設の立地誘導」(p.25)という方針は示されているが、高齢者の徒歩圏や施設の具体的な配置基準の明記がないため。,「安全安心の方針図」(p.43)で土砂災害特別警戒区域や地震火災延焼危険区域等が図示され、「災害リスクの低減に向けた土地利用の誘導」(p.42)にも言及されているため。,「総合的な空家等対策の推進（空家化の予防...市場流通・活用促進など）」(p.25)と具体的な方針が示されているが、交通安全や防犯に関する具体的な施策（ゾーン30等）の記述が少ないため。,「経済の方針図」(p.19)で都心部や臨海部等の産業拠点エリアが明確に図示され、具体的な強化方針(p.18)も示されているが、売上高等に関する具体的な経済指標目標の記載がないため。,「学校跡地等の公共施設の...活用」(p.25)など公共施設再編の方向性は示されているが、インフラ維持管理コスト削減額や財政効果に関する具体的な計画や数値目標の記載がないため。,「2050年脱炭素化」(p.4)を掲げ、「2030 CO2 50%減(2013年比)」「2050 CO2 0%」(p.7)という具体的な数値目標があり、再生可能エネルギー利用促進やマイカー交通からの転換(p.37)など具体的な施策も明記されているため。
神奈川,川崎市,"1,538,262",2017,0,1,7,6,5,4,8,3,7,5,8,53,「広域拠点」「地域生活拠点」として都市機能を集約するエリアを図示しているが、居住誘導区域の指定や人口密度等の数値目標はないため。(p.23 めざす都市構造 (1)広域調和・地域連携型のまちをめざします (2)魅力にあふれ、個性ある都市拠点の形成をめざします),既存鉄道の輸送力増強や新線検討に具体的に言及しているが、バス等のサービス水準目標や公共交通沿線への具体的な居住誘導策に乏しいため。(p.46 鉄道網の整備 1鉄道網の強化 2輸送力増強等による混雑緩和の促進 3新線整備の検討),歩行者・自転車空間の安全確保については記述があるが、具体的なネットワーク計画図や健康指標との連動に関する記述がないため。(p.49 (2)安全・安心な移動環境の確保 1安全・安心な歩行空間づくりの推進 2地域特性に応じた自転車利用環境の整備),高齢者や子育てに配慮する理念は明記されているが、高齢者徒歩圏内の施設配置基準や子育て施設の具体的な配置計画に関する記述がないため。(p.35 (2)人口減少・少子高齢社会の到来を見据えた住環境の整備 1安全・安心な住環境づくり),地震や水害等のハザードが明示され、建築物の耐震化や河川改修等の具体的な対策が網羅されているが、危険区域での開発抑制や移転促進といった土地利用規制への言及が弱いため。(p.64 1自然災害による被害を軽減するまちをめざします (1)震災に強い市街地の形成),住宅団地の再生や交通安全対策の方向性は示されているが、空き家対策や交通安全に関する具体的な目標・制度（ゾーン30等）の記述に乏しいため。(p.36 (6)住宅団地の再生),「臨空・臨海都市拠点」や「産業高度化エリア」等の誘導エリアが図と共に明確に示されているが、売上高等、具体的な経済指標の目標設定がないため。(p.36 5戦略的な産業拠点と基盤整備を促進し、臨海部の活性化をめざします),公共施設の老朽化を課題として認識し、駅周辺への施設誘導方針は示されているが、インフラ維持コストの削減目標や具体的な公共施設再編計画に欠けるため。(p.27 (6)コンパクトで効率的なまちをめざします 1駅周辺における取組),CO2排出量の現状分析があり、再生可能エネルギー導入やスマートシティ推進等の具体的な低炭素化施策が明記され、関連計画の目標値も参照されているため。(p.53 1低炭素都市づくりの推進 (1)低炭素社会に向けた環境負荷の少ない都市の形成 (2)エネルギーの最適利用と次世代エネルギーの導入 (3)スマートシティの推進)
神奈川,相模原市,"725,493",2020,0,2,7,6,5,4,7,6,7,5,6,53,将来都市構造として「集約連携型のまち」を目指し、立地適正化計画と連携してエリア・拠点の概念は示されているが、本計画内では具体的な誘導区域の図示や人口密度等の数値目標はない。,鉄道の延伸・複線化や幹線快速バスシステムの導入検討などの方針は明確だが、運行頻度などの具体的なサービス水準目標は記載されていない。,自転車道や自転車レーンなどの整備・拡充などの方針は示されているものの、市全体の具体的な歩行者・自転車ネットワーク計画図や、健康指標と連動した目標はない。,「高齢者などが安心して住み馴れた地域で住み続けることができる住環境の形成」などの理念は示されているが、高齢者等の徒歩圏内に施設を配置するなどの具体的な基準や計画はない。,洪水浸水想定区域や土砂災害警戒区域等のハザードエリアが図示され、「適正な居住の誘導」を図るとされているが、危険区域における開発抑制等の具体的な土地利用規制への言及はない。,「空家等の適切な管理と利活用の促進」についての方針は明確だが、交通安全（ゾーン30等）や防犯に関する具体的な目標や計画の記述は少ない。,「首都圏南西部における広域交流拠点」や「産業を中心とした新たな拠点」など、産業機能の誘導エリアは具体的に示されているが、売上高等の具体的な経済指標目標は設定されていない。,公共建築物の更新費用の試算など課題認識は示され、「集約連携型のまち」を目指すとしているが、具体的なインフラ維持管理コストの削減目標や公共施設再編計画は記載されていない。,「低炭素社会の形成に向けた取組」として再生可能エネルギーの利用促進等が示されているが、市全体の具体的なCO2排出量削減目標は記載されていない。
神奈川,横須賀市,"388,078",2025,0,1,7,6,4,3,8,6,7,8,9,58,p.30「(2)拠点の配置」にて「都市拠点」「地域拠点」「地区の生活拠点」を配置し、都市機能の集積・維持・誘導を図っているものの、具体的な数値目標はない。,p.32で鉄道を「基幹的な公共交通軸」として維持し、p.71で今後「地域公共交通計画」を策定するとしているが、具体的なサービス水準目標は示されていない。,p.55の取組例に「街路空間の再構築・利活用によるウォーカブルなまちづくりの推進」が挙げられているが、具体的なネットワーク計画や健康指標との連携に関する記述はない。,p.30で日常生活を支える拠点の配置方針は示されているが、高齢者の徒歩圏や子育て支援施設の具体的な配置基準については記載がない。,p.51で「立地適正化計画の運用・見直し（防災指針に基づく対策）」や「がけ地近接等危険住宅移転の検討」を挙げており、危険区域での土地利用誘導の方向性を示している。,p.45で空き家バンク活用補助や老朽空き家等の解体指導など具体的な空き家対策を挙げているが、交通安全や防犯に関する具体的な施策の記述は乏しい。,p.57で夏島町、YRP等の産業拠点を挙げ、生産環境の維持・強化や新規誘致の方針を記述しているが、具体的な経済指標の目標はない。,p.52で「横須賀市公共施設等総合管理計画」に基づき、「更新・統廃合・長寿命化などを推進することにより財政負担を軽減化・平準化」するとしており、施設再編とコスト削減の方針が明確である。,p.50で「2050年までに二酸化炭素排出量の実質ゼロを目指す「横須賀市ゼロカーボンシティ」を宣言」しており、目標が明確である。また「建築物再生可能エネルギー利用促進区域」や「ZEHの普及促進」など具体的な施策も挙げている。
